ID,label
590,13
591,13
592,13
593,13
594,13
595,13
596,13
597,13
598,13
599,13
600,13
601,13
602,13
603,13
604,13
605,13
606,13
607,13
608,13
609,13
610,13
611,13
612,13
613,13
614,13
615,15
616,"23,15"
617,15
618,15
619,15
620,15
621,15
622,15
623,15
624,15
625,15
626,15
627,15
628,15
629,15
630,15
631,15
632,15
633,15
634,15
635,15
636,15
637,15
638,15
639,15
640,15
641,15
642,15
643,15
644,15
645,15
646,15
647,15
648,15
649,15
650,15
651,15
652,15
653,15
654,15
655,15
656,15
657,15
658,15
659,15
660,15
661,15
662,15
663,15
664,15
665,15
666,15
667,15
668,15
669,15
670,15
671,18
672,18
673,18
674,18
675,18
676,18
677,18
678,18
679,18
680,18
681,18
682,18
683,18
684,18
685,18
686,18
687,18
688,18
689,18
690,18
691,18
692,18
693,18
694,18
695,18
696,18
697,18
698,18
699,18
700,18
701,18
702,18
703,18
704,18
705,18
706,18
707,18
708,18
709,18
710,18
711,22
712,13
713,0
714,11
715,13
716,22
717,"11,18,15"
718,"11,18,15"
719,"11,18"
720,"11,18"
721,24
722,24
723,"24,15"
724,32
725,22
726,13
727,13
728,"13,17"
729,17
730,24
731,24
732,22
733,15
734,30
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,32
746,32
747,32
748,32
749,30
750,30
751,30
752,30
753,30
754,30
755,30
756,30
757,30
758,30
759,30
760,30
761,30
762,30
763,18
764,18
765,"11,18"
766,"11,18"
767,"11,18"
768,11
769,18
770,18
771,"11,18"
772,"11,18,15"
773,0
774,13
775,13
776,13
777,13
778,30
779,16
780,13
781,0
782,0
783,13
784,0
785,0
786,0
787,0
788,17
789,17
790,0
791,0
792,0
793,0
794,13
795,13
796,13
797,30
798,22
799,"30,13"
800,"30,13"
801,13
802,13
803,13
804,13
805,11
806,"16,15"
807,30
808,30
809,30
810,30
811,30
812,0
813,13
814,13
815,13
816,"18,15"
817,0
818,0
819,0
820,0
821,0
822,0
823,24
824,24
825,15
826,15
827,15
828,18
829,18
830,18
831,18
832,18
833,18
834,18
835,11
836,11
837,11
838,11
839,11
840,11
841,11
842,11
843,11
844,11
845,11
846,"11,18"
847,15
848,15
849,15
850,15
851,15
852,15
853,15
854,15
855,15
856,15
857,15
858,15
859,15
860,15
861,15
862,15
863,15
864,22
865,22
866,30
867,30
868,11
869,11
870,11
871,11
872,11
873,11
874,11
875,11
876,11
877,11
878,11
879,11
880,11
881,11
882,11
883,11
884,11
885,11
886,11
887,11
888,11
889,"11,18"
890,"11,18"
891,"11,18"
892,"11,18"
893,18
894,18
895,18
896,18
897,18
898,18
899,18
900,18
901,11
902,11
903,11
904,11
905,11
906,11
907,11
908,"11,18"
909,"11,18"
910,"11,18"
911,"11,18"
912,"11,18"
913,"11,18"
914,"11,18"
915,"11,18"
916,"11,18"
917,"11,18"
918,"11,18"
919,"11,18"
920,"11,18"
921,"11,18"
922,"11,18"
923,"11,18"
924,"11,18"
925,"11,18"
926,15
927,15
928,15
929,15
930,15
931,18
932,18
933,18
934,18
935,18
936,18
937,18
938,18
939,18
940,18
941,18
942,18
943,18
944,18
945,18
946,18
947,18
948,22
949,0
950,0
951,0
952,0
953,30
954,32
955,30
956,15
957,32
958,32
959,32
960,32
961,32
962,32
963,32
964,32
965,32
966,32
967,32
968,32
969,32
970,32
971,32
972,32
973,32
974,13
975,13
976,30
977,11
978,11
979,11
980,11
981,11
982,11
983,13
984,13
985,18
986,18
987,18
988,18
989,18
990,18
991,18
992,18
993,18
994,18
995,18
996,18
997,18
998,18
999,"11,15"
1000,"11,18,15"
1001,11
1002,11
1003,11
1004,"11,18"
1005,"11,18"
1006,13
1007,23
1008,23
1009,23
1010,23
1011,32
1012,30
1013,"11,18,15,24"
1014,"18,15"
1015,"18,15"
1016,11
1017,22
1018,23
1019,23
1020,23
1021,23
1022,14
1023,13
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,13
1041,22
1042,22
1043,30
1044,30
1045,30
1046,30
1047,30
1048,30
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,30
1062,30
1063,11
1064,30
1065,18
1066,18
1067,18
1068,18
1069,"11,18"
1070,"30,17"
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,"13,15"
1078,13
1079,11
1080,11
1081,11
1082,11
1083,11
1084,11
1085,11
1086,11
1087,"11,18"
1088,"11,18"
1089,"11,18"
1090,"11,18"
1091,"11,18"
1092,"11,18"
1093,"11,18"
1094,"11,18"
1095,"11,18"
1096,"11,18"
1097,"11,18"
1098,18
1099,18
1100,18
1101,18
1102,"11,18"
1103,18
1104,23
1105,23
1106,23
1107,30
1108,30
1109,30
1110,32
1111,32
1112,30
1113,30
1114,22
1115,13
1116,13
1117,13
1118,13
1119,30
1120,30
1121,30
1122,23
1123,23
1124,23
1125,23
1126,23
1127,23
1128,23
1129,32
1130,32
1131,32
1132,32
1133,32
1134,24
1135,24
1136,24
1137,11
1138,11
1139,22
1140,22
1141,22
1142,13
1143,13
1144,30
1145,30
1146,0
1147,15
1148,22
1149,22
1150,"11,18"
1151,"11,18"
1152,"11,15"
1153,"11,15"
1154,32
1155,"11,19"
1156,30
1157,23
1158,23
1159,23
1160,23
1161,23
1162,23
1163,23
1164,23
1165,23
1166,30
1167,24
1168,24
1169,24
1170,24
1171,24
1172,24
1173,24
1174,24
1175,24
1176,24
1177,24
1178,24
1179,24
1180,24
1181,24
1182,24
1183,24
1184,24
1185,24
1186,24
1187,24
1188,24
1189,24
1190,24
1191,24
1192,24
1193,24
1194,24
1195,24
1196,24
1197,24
1198,24
1199,24
1200,24
1201,24
1202,24
1203,24
1204,24
1205,24
1206,24
1207,24
1208,24
1209,24
1210,24
1211,24
1212,24
1213,24
1214,24
1215,24
1216,24
1217,24
1218,"13,15"
1219,32
1220,32
1221,23
1222,11
1223,11
1224,11
1225,11
1226,"11,15"
1227,22
1228,22
1229,13
1230,13
1231,13
1232,13
1233,22
1234,32
1235,22
1236,22
1237,22
1238,22
1239,22
1240,22
1241,22
1242,22
1243,30
1244,30
1245,23
1246,23
1247,23
1248,13
1249,13
1250,13
1251,13
1252,22
1253,13
1254,13
1255,13
1256,13
1257,13
1258,13
1259,13
1260,13
1261,13
1262,13
1263,13
1264,13
1265,13
1266,13
1267,13
1268,13
1269,13
1270,13
1271,13
1272,13
1273,13
1274,13
1275,13
1276,13
1277,13
1278,13
1279,13
1280,13
1281,13
1282,13
1283,13
1284,13
1285,13
1286,13
1287,13
1288,13
1289,13
1290,13
1291,15
1292,15
1293,15
1294,0
1295,13
1296,13
1297,15
1298,32
1299,32
1300,32
1301,32
1302,32
1303,23
1304,13
1305,30
1306,"24,13"
1307,"11,15"
1308,11
1309,11
1310,11
1311,11
1312,11
1313,11
1314,11
1315,11
1316,11
1317,11
1318,11
1319,11
1320,"11,18"
1321,"11,18"
1322,"11,18"
1323,"11,18"
1324,"11,18"
1325,"11,18"
1326,"11,18"
1327,"11,18"
1328,"11,18"
1329,"11,18"
1330,"11,18"
1331,15
1332,23
1333,23
1334,23
1335,30
1336,30
1337,30
1338,32
1339,32
1340,32
1341,32
1342,32
1343,0
1344,23
1345,23
1346,32
1347,30
1348,30
1349,30
1350,0
1351,30
1352,30
1353,30
1354,30
1355,30
1356,30
1357,30
1358,30
1359,30
1360,30
1361,30
1362,22
1363,22
1364,22
1365,13
1366,13
1367,13
1368,13
1369,13
1370,13
1371,13
1372,18
1373,18
1374,30
1375,30
1376,30
1377,"24,15"
1378,22
1379,22
1380,22
1381,22
1382,22
1383,22
1384,22
1385,22
1386,0
1387,22
1388,22
1389,22
1390,30
1391,30
1392,30
1393,13
1394,13
1395,13
1396,13
1397,15
1398,18
1399,18
1400,18
1401,32
1402,"30,17"
1403,15
1404,22
1405,13
1406,13
1407,13
1408,13
1409,13
1410,13
1411,13
1412,13
1413,22
1414,22
1415,23
1416,23
1417,23
1418,23
1419,23
1420,23
1421,23
1422,23
1423,23
1424,22
1425,"30,17"
1426,"30,17"
1427,30
1428,30
1429,30
1430,13
1431,30
1432,30
1433,22
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,13
1468,23
1469,30
1470,30
1471,30
1472,30
1473,30
1474,30
1475,30
1476,30
1477,30
1478,23
1479,23
1480,23
1481,23
1482,23
1483,23
1484,23
1485,23
1486,23
1487,30
1488,"11,18"
1489,30
1490,13
1491,13
1492,13
1493,11
1494,11
1495,23
1496,23
1497,15
1498,23
1499,23
1500,"11,18"
1501,"11,18"
1502,"11,18"
1503,"11,18"
1504,"11,18"
1505,"24,30"
1506,17
1507,30
1508,30
1509,30
1510,30
1511,30
1512,30
1513,30
1514,30
1515,0
1516,22
1517,22
1518,22
1519,13
1520,13
1521,13
1522,13
1523,13
1524,30
1525,13
1526,13
1527,13
1528,13
1529,13
1530,22
1531,18
1532,18
1533,18
1534,18
1535,18
1536,18
1537,18
1538,18
1539,0
1540,0
1541,0
1542,30
1543,30
1544,30
1545,30
1546,30
1547,30
1548,30
1549,13
1550,30
1551,30
1552,30
1553,30
1554,30
1555,30
1556,30
1557,30
1558,30
1559,30
1560,30
1561,30
1562,30
1563,30
1564,30
1565,30
1566,30
1567,30
1568,"30,13"
1569,"30,13"
1570,"13,17"
1571,"30,17"
1572,11
1573,24
1574,24
1575,24
1576,24
1577,24
1578,24
1579,24
1580,24
1581,24
1582,24
1583,24
1584,24
1585,24
1586,24
1587,24
1588,24
1589,24
1590,24
1591,24
1592,24
1593,24
1594,24
1595,24
1596,24
1597,24
1598,24
1599,24
1600,24
1601,24
1602,24
1603,11
1604,18
1605,18
1606,18
1607,18
1608,18
1609,18
1610,18
1611,18
1612,18
1613,18
1614,18
1615,18
1616,18
1617,18
1618,18
1619,18
1620,18
1621,18
1622,"11,18"
1623,11
1624,11
1625,15
1626,15
1627,15
1628,15
1629,30
1630,13
1631,13
1632,15
1633,32
1634,32
1635,"15,32"
1636,32
1637,32
1638,32
1639,32
1640,32
1641,32
1642,32
1643,32
1644,32
1645,32
1646,32
1647,32
1648,32
1649,32
1650,32
1651,32
1652,32
1653,32
1654,32
1655,32
1656,32
1657,32
1658,"15,32"
1659,"15,32"
1660,13
1661,32
1662,13
1663,13
1664,"11,18"
1665,"11,18"
1666,"11,18"
1667,"11,18"
1668,15
1669,15
1670,"24,15"
1671,30
1672,30
1673,15
1674,13
1675,"11,18"
1676,"11,18"
1677,"11,18"
1678,15
1679,22
1680,22
1681,22
1682,22
1683,22
1684,22
1685,18
1686,30
1687,13
1688,13
1689,11
1690,11
1691,11
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,31
1712,31
1713,13
1714,30
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,30
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,"30,17"
1732,"30,17"
1733,"30,17"
1734,30
1735,30
1736,30
1737,30
1738,30
1739,30
1740,30
1741,30
1742,30
1743,30
1744,30
1745,30
1746,"24,15"
1747,32
1748,22
1749,22
1750,22
1751,22
1752,22
1753,22
1754,22
1755,30
1756,32
1757,32
1758,30
1759,0
1760,13
1761,13
1762,13
1763,13
1764,13
1765,13
1766,13
1767,13
1768,13
1769,13
1770,0
1771,30
1772,30
1773,32
1774,32
1775,32
1776,32
1777,32
1778,32
1779,32
1780,32
1781,"24,23"
1782,11
1783,30
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,18
1800,18
1801,18
1802,18
1803,18
1804,18
1805,22
1806,22
1807,30
1808,30
1809,30
1810,30
1811,30
1812,30
1813,30
1814,30
1815,30
1816,30
1817,22
1818,22
1819,22
1820,22
1821,22
1822,30
1823,13
1824,13
1825,0
1826,"17,22"
1827,32
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,32
1840,32
1841,15
1842,23
1843,24
1844,24
1845,24
1846,24
1847,24
1848,24
1849,24
1850,24
1851,24
1852,24
1853,24
1854,24
1855,24
1856,24
1857,24
1858,24
1859,24
1860,24
1861,24
1862,24
1863,24
1864,24
1865,24
1866,24
1867,24
1868,24
1869,24
1870,24
1871,24
1872,24
1873,24
1874,24
1875,24
1876,24
1877,24
1878,"11,18"
1879,"11,15"
1880,"11,18,15"
1881,"30,17"
1882,13
1883,0
1884,"23,17"
1885,13
1886,13
1887,13
1888,13
1889,13
1890,13
1891,13
1892,13
1893,13
1894,13
1895,13
1896,13
1897,13
1898,13
1899,13
1900,13
1901,13
1902,"23,17"
1903,"23,17"
1904,"23,17"
1905,0
1906,"24,17"
1907,"24,17"
1908,"24,17"
1909,"24,17"
1910,"24,17"
1911,"24,17"
1912,"24,17"
1913,13
1914,"13,17"
1915,13
1916,"16,8"
1917,"16,8"
1918,"16,8"
1919,"16,8"
1920,"30,17"
1921,"30,17"
1922,"30,17"
1923,"30,17"
1924,32
1925,32
1926,32
1927,32
1928,"13,17"
1929,"13,17"
1930,22
1931,22
1932,22
1933,"30,17"
1934,"13,17"
1935,"30,17"
1936,13
1937,13
1938,13
1939,13
1940,13
1941,"16,8"
1942,"30,17"
1943,"24,17"
1944,"24,17"
1945,"24,17"
1946,13
1947,18
1948,"23,17"
1949,17
1950,17
1951,"30,17"
1952,"15,17"
1953,18
1954,"13,17"
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,11
1963,"24,17"
1964,"24,17"
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,22
2089,22
2090,23
2091,22
2092,22
2093,23
2094,23
2095,23
2096,22
2097,22
2098,22
2099,22
2100,22
2101,22
2102,22
2103,22
2104,22
2105,23
2106,23
2107,23
2108,23
2109,23
2110,23
2111,23
2112,22
2113,23
2114,22
2115,22
2116,22
2117,22
2118,22
2119,22
2120,22
2121,22
2122,22
2123,22
2124,22
2125,22
2126,22
2127,22
2128,22
2129,22
2130,22
2131,22
2132,22
2133,22
2134,22
2135,22
2136,22
2137,22
2138,22
2139,22
2140,22
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,23
2150,22
2151,22
2152,22
2153,22
2154,22
2155,22
2156,22
2157,22
2158,22
2159,22
2160,22
2161,23
2162,23
2163,0
2164,0
2165,0
2166,0
2167,22
2168,22
2169,22
2170,23
2171,22
2172,22
2173,23
2174,23
2175,23
2176,22
2177,22
2178,22
2179,22
2180,22
2181,22
2182,22
2183,23
2184,22
2185,22
2186,22
2187,22
2188,22
2189,22
2190,22
2191,22
2192,22
2193,23
2194,23
2195,22
2196,0
2197,22
2198,22
2199,22
2200,22
2201,22
2202,22
2203,22
2204,22
2205,22
2206,22
2207,22
2208,22
2209,22
2210,22
2211,22
2212,22
2213,0
2214,0
2215,22
2216,22
2217,22
2218,"23,22"
2219,24
2220,24
2221,24
2222,24
2223,24
2224,24
2225,24
2226,24
2227,24
2228,24
2229,24
2230,24
2231,24
2232,24
2233,24
2234,24
2235,24
2236,24
2237,24
2238,24
2239,24
2240,24
2241,24
2242,24
2243,24
2244,24
2245,24
2246,24
2247,24
2248,24
2249,24
2250,24
2251,24
2252,24
2253,24
2254,24
2255,24
2256,24
2257,24
2258,24
2259,24
2260,24
2261,24
2262,24
2263,24
2264,24
2265,"11,24"
2266,"11,24"
2267,24
2268,24
2269,24
2270,24
2271,24
2272,24
2273,24
2274,24
2275,24
2276,24
2277,24
2278,24
2279,24
2280,24
2281,24
2282,24
2283,24
2284,24
2285,24
2286,24
2287,16
2288,16
2289,16
2290,16
2291,16
2292,16
2293,16
2294,16
2295,16
2296,16
2297,16
2298,16
2299,16
2300,16
2301,16
2302,16
2303,16
2304,16
2305,16
2306,16
2307,16
2308,16
2309,16
2310,16
2311,16
2312,16
2313,16
2314,16
2315,16
2316,16
2317,16
2318,16
2319,16
2320,16
2321,"45,27"
2322,"45,27"
2323,"45,27"
2324,"45,27"
2325,"45,27"
2326,"45,27"
2327,"45,27"
2328,32
2329,32
2330,32
2331,35
2332,"30,31"
2333,"30,31"
2334,"30,31,1"
2335,"30,31"
2336,"30,31"
2337,"30,31"
2338,"30,31"
2339,"30,31"
2340,"30,31"
2341,"30,31"
2342,"30,31"
2343,"30,31,17"
2344,30
2345,30
2346,30
2347,"30,31"
2348,"30,2"
2349,"30,31"
2350,"30,31"
2351,"30,31"
2352,14
2353,14
2354,14
2355,14
2356,14
2357,14
2358,14
2359,14
2360,14
2361,14
2362,14
2363,14
2364,14
2365,14
2366,14
2367,14
2368,14
2369,14
2370,14
2371,14
2372,14
2373,"11,14"
2374,14
2375,14
2376,14
2377,14
2378,14
2379,14
2380,14
2381,14
2382,14
2383,14
2384,14
2385,14
2386,14
2387,"11,17"
2388,11
2389,11
2390,19
2391,19
2392,11
2393,11
2394,11
2395,11
2396,19
2397,19
2398,19
2399,11
2400,11
2401,19
2402,17
2403,17
2404,17
2405,17
2406,17
2407,17
2408,17
2409,17
2410,17
2411,17
2412,17
2413,17
2414,17
2415,17
2416,17
2417,17
2418,17
2419,17
2420,17
2421,"17,13"
2422,"13,7"
2423,13
2424,13
2425,13
2426,13
2427,13
2428,13
2429,13
2430,13
2431,13
2432,13
2433,13
2434,13
2435,13
2436,13
2437,13
2438,13
2439,"13,17"
2440,13
2441,13
2442,13
2443,13
2444,13
2445,"13,17,15"
2446,13
2447,15
2448,15
2449,15
2450,15
2451,18
2452,18
2453,18
2454,18
2455,18
2456,18
2457,18
2458,18
2459,18
2460,11
2461,"24,15"
2462,"30,2"
2463,"30,2"
2464,32
2465,32
2466,32
2467,32
2468,32
2469,"15,17"
2470,"13,16"
2471,13
2472,15
2473,15
2474,"15,17"
2475,"23,15,17"
2476,"15,17"
2477,"15,17"
2478,"24,15"
2479,"30,15,32"
2480,"15,32"
2481,"15,32"
2482,32
2483,"11,17"
2484,11
2485,11
2486,"11,17"
2487,"11,17"
2488,"11,17"
2489,13
2490,"30,31,13"
2491,13
2492,13
2493,13
2494,"13,17"
2495,13
2496,13
2497,13
2498,13
2499,13
2500,13
2501,13
2502,"13,17"
2503,13
2504,13
2505,13
2506,13
2507,"13,17"
2508,13
2509,13
2510,13
2511,13
2512,13
2513,13
2514,"11,15"
2515,15
2516,15
2517,"15,17"
2518,"13,16,8"
2519,"16,8"
2520,"16,8"
2521,"16,8"
2522,"16,8"
2523,"16,8"
2524,17
2525,17
2526,17
2527,17
2528,17
2529,17
2530,17
2531,17
2532,17
2533,17
2534,17
2535,17
2536,17
2537,17
2538,17
2539,17
2540,17
2541,17
2542,17
2543,17
2544,"24,17"
2545,"24,17"
2546,"23,17"
2547,17
2548,18
2549,18
2550,18
2551,"18,17"
2552,18
2553,"18,17"
2554,"18,15"
2555,"18,17"
2556,18
2557,18
2558,"19,30"
2559,19
2560,19
2561,19
2562,"19,17"
2563,19
2564,19
2565,19
2566,19
2567,19
2568,22
2569,22
2570,"23,17"
2571,"23,17"
2572,"23,17"
2573,"23,17,24"
2574,23
2575,24
2576,"24,17"
2577,"24,17"
2578,"24,17"
2579,"24,32"
2580,"24,17"
2581,"24,17"
2582,"24,17"
2583,"24,32"
2584,24
2585,30
2586,30
2587,30
2588,30
2589,30
2590,"30,17"
2591,30
2592,30
2593,30
2594,"30,2"
2595,"30,17"
2596,30
2597,30
2598,32
2599,32
2600,32
2601,32
2602,32
2603,32
2604,32
2605,32
2606,32
2607,32
2608,32
2609,32
2610,32
2611,32
2612,32
2613,32
2614,32
2615,32
2616,"32,17"
2617,"11,32"
2618,"17,32"
2619,32
2620,32
2621,32
2622,"32,17"
2623,32
2624,32
2625,32
2626,32
2627,32
2628,32
2629,32
2630,32
2631,32
2632,32
2633,32
2634,32
2635,32
2636,32
2637,32
2638,32
2639,32
2640,32
2641,32
2642,32
2643,32
2644,32
2645,32
2646,32
2647,32
2648,32
2649,32
2650,32
2651,32
2652,32
2653,32
2654,32
2655,32
2656,32
2657,32
2658,32
2659,"24,32"
2660,"32,17"
2661,32
2662,0
2663,0
2664,32
2665,18
2666,"30,22"
2667,18
2668,18
2669,18
2670,18
2671,17
2672,17
2673,18
2674,22
2675,11
2676,"13,7"
2677,15
2678,17
2679,18
2680,18
2681,18
2682,19
2683,13
2684,18
2685,15
2686,17
2687,0
2688,0
2689,0
2690,18
2691,18
2692,18
2693,18
2694,18
2695,17
2696,18
2697,18
2698,24
2699,0
2700,17
2701,"24,17"
2702,0
2703,0
2704,30
2705,18
2706,24
2707,24
2708,11
2709,"15,17"
2710,17
2711,23
2712,0
2713,0
2714,0
2715,41
2716,39
2717,41
2718,23
2719,22
2720,23
2721,22
2722,22
2723,22
2724,"13,22"
2725,22
2726,22
2727,22
2728,22
2729,23
2730,23
2731,23
2732,0
2733,24
2734,24
2735,24
2736,24
2737,24
2738,16
2739,16
2740,16
2741,16
2742,16
2743,16
2744,16
2745,16
2746,16
2747,16
2748,16
2749,16
2750,16
2751,16
2752,16
2753,16
2754,16
2755,16
2756,16
2757,16
2758,16
2759,16
